trialnum	subject	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	whichIsTargetEachRing0	whichIsTargetEachRing1	whichIsTargetEachRing2	ringToQuery	direction0	direction1	direction2	respAdj0	respAdj1	respAdj2	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	rev1_0	rev1_1	rev1_2	rev1_3	rev1_4	rev1_5	rev1_6	rev1_7	rev1_8	rev2_0	rev2_1	rev2_2	rev2_3	rev2_4	rev2_5	rev2_6	rev2_7	rev2_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue
53	temp	a	circle	4	0.8718750000000028	-1	68	3 	 4.8412444953054194 	 1 	 2.0	0.0	0.0	2	-1	1	-1	-999	-999	0.0	2.2288 	3.8746 	5.0822 	6.6909 	-999	-999	-999	-999	-999	1.9407 	3.7868 	4.6793 	5.2801 	-999	-999	-999	-999	-999	1.7252 	3.262 	4.5394 	5.9966 	-999	-999	-999	-999	-999	0	0	0
54	temp	a	circle	4	1.0718750000000057	-1	63	3 	 5.251664571650956 	 1 	 2.0	3.0	2.0	1	-1	1	-1	-999	0.0	-999	2.3098 	3.8771 	4.6904 	5.4441 	6.9283 	-999	-999	-999	-999	2.839 	4.5492 	5.209 	6.9222 	-999	-999	-999	-999	-999	2.9123 	4.91 	6.8368 	-999	-999	-999	-999	-999	-999	0	0	0
55	temp	a	circle	4	0.6718750000000284	-1	58	3 	 3.977478857619872 	 2 	 2.0	2.0	-999.0	0	-1	1	-1	-0.0	-999	-999	1.8425 	3.2742 	4.1641 	5.6567 	-999	-999	-999	-999	-999	2.2893 	3.2902 	4.0641 	5.1969 	-999	-999	-999	-999	-999	2.3373 	4.2394 	5.6186 	-999	-999	-999	-999	-999	-999	0	0	0
56	temp	a	circle	2	1.6000000000000085	-1	52	3 	 4.315228962068869 	 1 	 -999.0	0.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.6473 	3.7473 	5.7165 	-999	-999	-999	-999	-999	-999	3.0927 	4.7109 	-999	-999	-999	-999	-999	-999	-999	2.0241 	3.2652 	5.0667 	-999	-999	-999	-999	-999	-999	0	0	0
57	temp	a	circle	4	0.6718750000000284	-1	49	3 	 5.3444625885880495 	 2 	 0.0	0.0	-999.0	0	-1	1	-1	0.0	-999	-999	2.6616 	3.2516 	3.9784 	4.9941 	6.6052 	-999	-999	-999	-999	3.1157 	4.9373 	6.1044 	-999	-999	-999	-999	-999	-999	2.209 	3.0894 	3.7549 	5.6016 	6.9858 	-999	-999	-999	-999	0	0	0
58	temp	a	circle	2	1.7999999999999972	-1	60	3 	 3.5832789320026324 	 2 	 1.0	1.0	-999.0	0	-1	1	-1	-0.0	-999	-999	1.8154 	2.5682 	3.6155 	4.1716 	-999	-999	-999	-999	-999	2.663 	3.9584 	-999	-999	-999	-999	-999	-999	-999	2.8955 	4.2483 	-999	-999	-999	-999	-999	-999	-999	0	0	0
59	temp	a	circle	2	1.6000000000000085	-1	61	3 	 4.868536508438913 	 1 	 0.0	-999.0	1.0	0	-1	1	-1	-0.0	-999	-999	2.2064 	3.4788 	5.2788 	-999	-999	-999	-999	-999	-999	2.7539 	3.263 	4.1409 	5.6909 	-999	-999	-999	-999	-999	2.2612 	3.1553 	3.7843 	4.4579 	5.1823 	-999	-999	-999	-999	0	0	0
60	temp	a	circle	2	1.7999999999999972	-1	49	3 	 3.236061815274552 	 2 	 0.0	1.0	-999.0	0	-1	1	-1	0.0	-999	-999	1.8996 	3.8872 	-999	-999	-999	-999	-999	-999	-999	3.0786 	3.6778 	-999	-999	-999	-999	-999	-999	-999	1.9652 	2.8253 	4.7056 	-999	-999	-999	-999	-999	-999	0	0	0
61	temp	a	circle	4	1.0718750000000057	1	52	3 	 3.6820946808683255 	 1 	 -999.0	0.0	3.0	2	1	-1	-1	-999	-999	0.0	2.2209 	3.5845 	5.4721 	-999	-999	-999	-999	-999	-999	2.8015 	4.7878 	-999	-999	-999	-999	-999	-999	-999	2.8543 	4.0731 	-999	-999	-999	-999	-999	-999	-999	0	0	0
62	temp	a	circle	2	1.6000000000000085	1	72	3 	 4.274514413172716 	 1 	 -999.0	0.0	0.0	2	1	-1	-1	-999	-999	0.0	2.9063 	3.8208 	4.7622 	-999	-999	-999	-999	-999	-999	2.3106 	2.962 	3.6357 	4.3625 	5.1162 	-999	-999	-999	-999	2.1983 	3.1127 	4.2803 	5.0945 	-999	-999	-999	-999	-999	0	0	0
63	temp	a	circle	2	1.7999999999999972	1	57	3 	 5.417238052987568 	 2 	 0.0	0.0	-999.0	0	1	-1	-1	-0.0	-999	-999	1.7954 	3.475 	5.2141 	6.2383 	-999	-999	-999	-999	-999	2.2818 	3.9856 	5.7562 	-999	-999	-999	-999	-999	-999	3.1599 	5.0783 	6.9052 	-999	-999	-999	-999	-999	-999	0	0	0
64	temp	a	circle	2	1.7999999999999972	1	62	3 	 4.684443308277812 	 2 	 0.0	1.0	-999.0	1	1	-1	-1	-999	-0.0	-999	1.901 	3.1094 	4.02 	5.1314 	-999	-999	-999	-999	-999	3.0385 	4.0786 	4.7809 	5.3313 	-999	-999	-999	-999	-999	2.819 	4.4374 	5.3337 	-999	-999	-999	-999	-999	-999	0	0	0
65	temp	a	circle	2	1.7999999999999972	-1	61	0 	 5.370338282846678 	 2 	 1.0	1.0	-999.0	0	-1	1	-1	1.0	-999	-999	2.0104 	3.7996 	4.4616 	5.0915 	5.8365 	-999	-999	-999	-999	2.8137 	4.3182 	4.9565 	6.513 	-999	-999	-999	-999	-999	2.2729 	3.9548 	5.2141 	7.0952 	-999	-999	-999	-999	-999	0	0	0
66	temp	a	circle	4	0.02	-1	72	3 	 4.3369131446241855 	 1 	 -999.0	-999.0	1.0	2	-1	1	-1	-999	-999	-0.0	2.9005 	3.7702 	4.5463 	5.364 	-999	-999	-999	-999	-999	1.9357 	2.818 	3.358 	5.1643 	-999	-999	-999	-999	-999	2.6812 	3.7433 	5.6023 	-999	-999	-999	-999	-999	-999	0	0	0
67	temp	a	circle	2	1.7000000000000028	-1	66	3 	 3.932587809126476 	 1 	 0.0	-999.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.3714 	3.7845 	4.8516 	-999	-999	-999	-999	-999	-999	2.7584 	4.2685 	-999	-999	-999	-999	-999	-999	-999	3.1105 	4.342 	-999	-999	-999	-999	-999	-999	-999	0	0	0
68	temp	a	circle	4	0.6718750000000284	1	65	3 	 5.115891962441223 	 2 	 0.0	0.0	-999.0	0	1	-1	-1	0.0	-999	-999	2.7507 	4.5019 	6.1821 	-999	-999	-999	-999	-999	-999	2.3565 	3.5712 	4.9884 	5.7794 	-999	-999	-999	-999	-999	2.5292 	3.4253 	4.9269 	6.2905 	-999	-999	-999	-999	-999	0	0	0
69	temp	a	circle	4	0.7718750000000227	1	68	3 	 3.8221329744446537 	 2 	 1.0	0.0	-999.0	0	1	-1	-1	0.0	-999	-999	1.9392 	3.8903 	5.1425 	-999	-999	-999	-999	-999	-999	2.8963 	4.3954 	-999	-999	-999	-999	-999	-999	-999	2.7488 	4.4277 	-999	-999	-999	-999	-999	-999	-999	0	0	0
70	temp	a	circle	2	0.1	1	56	3 	 4.746549606992579 	 1 	 0.0	0.0	1.0	0	1	-1	-1	-0.0	-999	-999	1.8874 	2.7677 	3.6919 	5.5152 	-999	-999	-999	-999	-999	2.3808 	3.2827 	3.8764 	5.1685 	-999	-999	-999	-999	-999	2.62 	3.9204 	4.5416 	5.7828 	-999	-999	-999	-999	-999	0	0	0
71	temp	a	circle	4	1.0718750000000057	1	70	0 	 3.7659896848128547 	 1 	 0.0	3.0	2.0	0	1	-1	-1	-1.0	-999	-999	2.245 	3.7452 	5.6879 	-999	-999	-999	-999	-999	-999	1.8343 	3.3938 	4.9747 	-999	-999	-999	-999	-999	-999	2.0697 	4.0625 	6.0575 	-999	-999	-999	-999	-999	-999	0	0	0
72	temp	a	circle	2	1.7000000000000028	1	62	3 	 4.4760246049736025 	 1 	 0.0	0.0	1.0	0	1	-1	-1	0.0	-999	-999	2.1577 	3.6841 	4.9493 	-999	-999	-999	-999	-999	-999	2.0367 	3.2475 	4.8276 	-999	-999	-999	-999	-999	-999	2.1765 	3.8956 	4.7858 	-999	-999	-999	-999	-999	-999	0	0	0
73	temp	a	circle	4	0.1	1	48	3 	 3.646827843076054 	 1 	 2.0	-999.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.5539 	4.4115 	-999	-999	-999	-999	-999	-999	-999	2.657 	4.2073 	-999	-999	-999	-999	-999	-999	-999	2.91 	4.7675 	-999	-999	-999	-999	-999	-999	-999	0	0	0
74	temp	a	circle	4	0.9718750000000114	1	71	3 	 3.937038559270559 	 1 	 2.0	0.0	0.0	1	1	-1	-1	-999	-0.0	-999	1.9601 	3.0271 	4.0435 	4.8313 	-999	-999	-999	-999	-999	2.1072 	3.7122 	4.9696 	-999	-999	-999	-999	-999	-999	2.6811 	4.4338 	-999	-999	-999	-999	-999	-999	-999	0	0	0
75	temp	a	circle	4	0.7718750000000227	1	70	3 	 5.104234424870156 	 2 	 1.0	2.0	-999.0	1	1	-1	-1	-999	0.0	-999	3.0735 	3.9843 	4.7791 	5.7543 	-999	-999	-999	-999	-999	2.8019 	4.0884 	5.5651 	-999	-999	-999	-999	-999	-999	2.2671 	3.524 	4.5558 	6.2642 	-999	-999	-999	-999	-999	0	0	0
76	temp	a	circle	4	0.9718750000000114	-1	70	3 	 5.514243761219827 	 1 	 -999.0	3.0	3.0	1	-1	1	-1	-999	0.0	-999	3.1705 	4.4866 	6.2964 	-999	-999	-999	-999	-999	-999	3.1273 	4.8046 	6.4156 	-999	-999	-999	-999	-999	-999	3.1584 	5.0616 	6.4489 	-999	-999	-999	-999	-999	-999	0	0	0
77	temp	a	circle	2	1.5	1	74	3 	 3.306455076758399 	 2 	 0.0	1.0	-999.0	1	1	-1	-1	-999	-0.0	-999	2.6665 	4.489 	-999	-999	-999	-999	-999	-999	-999	2.2475 	3.9521 	-999	-999	-999	-999	-999	-999	-999	2.4473 	4.335 	-999	-999	-999	-999	-999	-999	-999	0	0	0
78	temp	a	circle	4	0.9718750000000114	1	62	3 	 5.375542652264892 	 1 	 3.0	0.0	-999.0	1	1	-1	-1	-999	0.0	-999	2.3538 	2.8732 	4.255 	5.9289 	-999	-999	-999	-999	-999	1.8767 	2.5505 	3.2072 	4.1275 	5.619 	7.3466 	-999	-999	-999	2.8047 	4.4268 	5.2685 	5.8183 	-999	-999	-999	-999	-999	0	0	0
79	temp	a	circle	4	0.1	1	77	3 	 3.2791413876160065 	 2 	 2.0	2.0	-999.0	0	1	-1	-1	0.0	-999	-999	1.8454 	2.3835 	3.9979 	-999	-999	-999	-999	-999	-999	2.0914 	3.3852 	5.0959 	-999	-999	-999	-999	-999	-999	2.5357 	4.0656 	-999	-999	-999	-999	-999	-999	-999	0	0	0
80	temp	a	circle	2	1.5	-1	48	3 	 3.2093164743799267 	 2 	 1.0	0.0	-999.0	1	-1	1	-1	-999	-0.0	-999	2.5538 	4.3468 	-999	-999	-999	-999	-999	-999	-999	2.5575 	4.1981 	-999	-999	-999	-999	-999	-999	-999	2.5653 	3.9435 	-999	-999	-999	-999	-999	-999	-999	0	0	0
81	temp	a	circle	2	1.5	1	74	3 	 4.012010210021597 	 2 	 1.0	1.0	-999.0	1	1	-1	-1	-999	-0.0	-999	2.4344 	3.3911 	4.4176 	-999	-999	-999	-999	-999	-999	2.4054 	4.0652 	5.5252 	-999	-999	-999	-999	-999	-999	2.681 	3.4319 	4.5125 	-999	-999	-999	-999	-999	-999	0	0	0
82	temp	a	circle	4	0.7718750000000227	-1	52	3 	 4.415506236899883 	 2 	 0.0	1.0	-999.0	0	-1	1	-1	0.0	-999	-999	2.4798 	3.8347 	4.787 	-999	-999	-999	-999	-999	-999	2.155 	3.5577 	4.72 	-999	-999	-999	-999	-999	-999	2.2664 	3.1296 	3.7741 	5.7579 	-999	-999	-999	-999	-999	0	0	0
83	temp	a	circle	4	0.871875000000017	-1	53	3 	 5.445781294907719 	 2 	 1.0	0.0	-999.0	0	-1	1	-1	-0.0	-999	-999	3.0652 	3.7125 	4.6465 	6.0081 	-999	-999	-999	-999	-999	2.1516 	3.2334 	4.0818 	4.9697 	6.6199 	-999	-999	-999	-999	2.2688 	3.4681 	4.1922 	5.1266 	6.7809 	-999	-999	-999	-999	0	0	0
84	temp	a	circle	4	0.02	1	54	3 	 5.467536760472864 	 1 	 3.0	-999.0	1.0	0	1	-1	-1	-0.0	-999	-999	2.1284 	2.8519 	4.7741 	5.7666 	6.7953 	-999	-999	-999	-999	1.9798 	3.1942 	3.7872 	5.2872 	6.0658 	-999	-999	-999	-999	1.7673 	2.9383 	4.3843 	5.6624 	6.5579 	-999	-999	-999	-999	0	0	0
85	temp	a	circle	2	1.7000000000000028	-1	70	3 	 4.000944922472245 	 1 	 -999.0	0.0	0.0	1	-1	1	-1	-999	-0.0	-999	2.1071 	3.4957 	4.1473 	5.8172 	-999	-999	-999	-999	-999	1.7869 	3.7835 	5.4629 	-999	-999	-999	-999	-999	-999	2.569 	3.1033 	3.9549 	4.7381 	-999	-999	-999	-999	-999	0	0	0
86	temp	a	circle	2	0.1	-1	60	3 	 5.468996291403378 	 2 	 0.0	1.0	-999.0	1	-1	1	-1	-999	-0.0	-999	2.5529 	3.2832 	5.2039 	6.4131 	-999	-999	-999	-999	-999	2.9619 	3.7516 	5.1558 	6.9752 	-999	-999	-999	-999	-999	3.1222 	3.8535 	5.7503 	7.4162 	-999	-999	-999	-999	-999	0	0	0
87	temp	a	circle	2	1.7999999999999972	-1	73	3 	 4.322200714759046 	 1 	 0.0	-999.0	1.0	2	-1	1	-1	-999	-999	0.0	3.1747 	5.1155 	-999	-999	-999	-999	-999	-999	-999	2.1357 	3.788 	4.7038 	-999	-999	-999	-999	-999	-999	2.5239 	3.638 	5.2753 	-999	-999	-999	-999	-999	-999	0	0	0
88	temp	a	circle	2	1.7999999999999972	-1	74	0 	 3.3511502272521017 	 1 	 0.0	-999.0	0.0	2	-1	1	-1	-999	-999	1.0	2.2872 	3.0327 	4.3492 	-999	-999	-999	-999	-999	-999	2.3446 	3.8932 	-999	-999	-999	-999	-999	-999	-999	2.9467 	3.8582 	-999	-999	-999	-999	-999	-999	-999	0	0	0
89	temp	a	circle	4	0.1	-1	66	3 	 5.271857244467307 	 1 	 3.0	-999.0	3.0	2	-1	1	-1	-999	-999	-0.0	2.3723 	3.4991 	5.3539 	5.87 	-999	-999	-999	-999	-999	2.418 	3.5296 	4.4964 	5.9154 	-999	-999	-999	-999	-999	2.8034 	4.4993 	6.3782 	-999	-999	-999	-999	-999	-999	0	0	0
90	temp	a	circle	2	1.7000000000000028	1	58	0 	 4.289561143963679 	 2 	 0.0	0.0	-999.0	0	1	-1	-1	-1.0	-999	-999	2.8855 	4.0771 	4.8224 	-999	-999	-999	-999	-999	-999	2.0826 	2.9493 	4.4991 	6.4413 	-999	-999	-999	-999	-999	2.6091 	4.4139 	5.6269 	-999	-999	-999	-999	-999	-999	0	0	0
91	temp	a	circle	2	0.02	-1	52	3 	 3.750046768216652 	 1 	 0.0	0.0	1.0	2	-1	1	-1	-999	-999	-0.0	1.8392 	2.7422 	3.9936 	5.3708 	-999	-999	-999	-999	-999	3.1819 	4.6991 	-999	-999	-999	-999	-999	-999	-999	2.1857 	2.9632 	4.4097 	-999	-999	-999	-999	-999	-999	0	0	0
92	temp	a	circle	4	1.0718750000000057	1	55	3 	 4.044513026801821 	 1 	 0.0	2.0	2.0	1	1	-1	-1	-999	0.0	-999	1.8883 	3.6188 	4.4913 	-999	-999	-999	-999	-999	-999	1.8991 	3.7305 	5.4561 	-999	-999	-999	-999	-999	-999	3.1559 	4.219 	5.8167 	-999	-999	-999	-999	-999	-999	0	0	0
93	temp	a	circle	4	0.871875000000017	1	71	0 	 5.159514884665398 	 2 	 1.0	1.0	-999.0	1	1	-1	-1	-999	-1.0	-999	1.735 	2.3284 	3.347 	4.2801 	6.1371 	-999	-999	-999	-999	3.0295 	3.897 	5.305 	6.4159 	-999	-999	-999	-999	-999	1.9635 	2.6422 	4.5692 	5.6158 	-999	-999	-999	-999	-999	0	0	0
94	temp	a	circle	2	1.6000000000000085	1	53	3 	 3.878096264964049 	 2 	 1.0	1.0	-999.0	1	1	-1	-1	-999	0.0	-999	2.4781 	3.5069 	4.1167 	5.0225 	-999	-999	-999	-999	-999	1.7274 	2.9048 	4.5612 	-999	-999	-999	-999	-999	-999	3.1209 	4.5413 	-999	-999	-999	-999	-999	-999	-999	0	0	0
95	temp	a	circle	4	0.8218750000000199	-1	56	0 	 3.5435755536225844 	 2 	 1.0	0.0	-999.0	0	-1	1	-1	-1.0	-999	-999	3.1186 	4.3769 	-999	-999	-999	-999	-999	-999	-999	3.1719 	4.9008 	-999	-999	-999	-999	-999	-999	-999	2.1929 	3.3628 	5.1273 	-999	-999	-999	-999	-999	-999	0	0	0
96	temp	a	circle	4	1.0718750000000057	1	60	0 	 3.8523345415605075 	 1 	 2.0	0.0	0.0	2	1	-1	-1	-999	-999	-2.0	2.0799 	3.0462 	4.1942 	-999	-999	-999	-999	-999	-999	3.0109 	3.7059 	4.4662 	-999	-999	-999	-999	-999	-999	2.3133 	3.9986 	4.6414 	-999	-999	-999	-999	-999	-999	0	0	0
97	temp	a	circle	4	0.7718750000000227	1	75	0 	 5.458694992195294 	 2 	 0.0	1.0	-999.0	0	1	-1	-1	-1.0	-999	-999	3.0097 	4.8655 	6.1461 	-999	-999	-999	-999	-999	-999	1.8044 	3.0857 	3.6203 	4.8789 	6.5692 	-999	-999	-999	-999	2.1966 	4.1908 	5.711 	7.3596 	-999	-999	-999	-999	-999	0	0	0
98	temp	a	circle	4	1.0218750000000085	-1	73	3 	 5.530495760581588 	 1 	 -999.0	3.0	3.0	2	-1	1	-1	-999	-999	0.0	1.7482 	2.2503 	3.5897 	5.2796 	6.1134 	-999	-999	-999	-999	2.7355 	4.0436 	5.0656 	5.8268 	6.9148 	-999	-999	-999	-999	1.9092 	2.9296 	4.6485 	6.3531 	-999	-999	-999	-999	-999	0	0	0
99	temp	a	circle	2	1.6000000000000085	1	58	0 	 4.286427320303162 	 2 	 1.0	1.0	-999.0	1	1	-1	-1	-999	1.0	-999	2.1751 	3.2221 	4.2939 	5.7709 	-999	-999	-999	-999	-999	2.1937 	3.92 	4.6764 	-999	-999	-999	-999	-999	-999	3.1318 	5.0064 	-999	-999	-999	-999	-999	-999	-999	0	0	0
100	temp	a	circle	4	1.0218750000000085	1	68	0 	 4.345443736976669 	 1 	 3.0	0.0	-999.0	1	1	-1	-1	-999	-1.0	-999	2.973 	4.7556 	-999	-999	-999	-999	-999	-999	-999	2.8155 	3.6867 	5.3922 	-999	-999	-999	-999	-999	-999	2.2495 	2.8921 	3.3939 	5.2323 	-999	-999	-999	-999	-999	0	0	0
101	temp	a	circle	4	0.02	-1	61	3 	 4.844212321339795 	 2 	 0.0	3.0	-999.0	0	-1	1	-1	-0.0	-999	-999	2.0667 	3.8442 	5.0137 	7.0043 	-999	-999	-999	-999	-999	2.0499 	3.3283 	4.5092 	5.28 	-999	-999	-999	-999	-999	2.0898 	2.7852 	3.8704 	4.6429 	6.0625 	-999	-999	-999	-999	1	1	0
102	temp	a	circle	2	1.5000000000000142	-1	66	3 	 4.329729861128486 	 2 	 0.0	1.0	-999.0	0	-1	1	-1	0.0	-999	-999	2.1864 	3.6404 	4.9962 	-999	-999	-999	-999	-999	-999	2.0332 	3.9241 	5.0289 	-999	-999	-999	-999	-999	-999	2.2343 	3.9461 	4.8837 	-999	-999	-999	-999	-999	-999	0	0	0
103	temp	a	circle	4	0.9718750000000114	-1	67	3 	 4.063265978437077 	 1 	 0.0	0.0	0.0	0	-1	1	-1	-0.0	-999	-999	2.182 	2.8108 	3.7534 	4.438 	-999	-999	-999	-999	-999	1.792 	2.7906 	4.3551 	5.4194 	-999	-999	-999	-999	-999	2.7085 	4.4667 	-999	-999	-999	-999	-999	-999	-999	0	0	0
